Car Name,Location,Company Name,Make,Model,Color,Price,Manufacture Year,Link
Mercedes-Benz M Class ML 350 4Matic 2012 Gray,"Lagos, Apapa",GOZIE CARS,Mercedes-Benz,M Class,,"₦ 24,500,000",2012,https://jiji.ng/apapa/cars/mercedes-benz-m-class-ml-350-4matic-2012-gray-zFpoQ6DHSdEIPOPVMZxNYKbU.html?page=9&pos=13&cur_pos=13&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=195
Mercedes-Benz GLE-Class GLE 350 2016 Blue,"Lagos, Ikeja",werament motors,Mercedes-Benz,GLE-Class,Blue,"₦ 42,500,000",2016,https://jiji.ng/ikeja/cars/mercedes-benz-gle-class-gle-350-2016-blue-5nAiIQSZ7XEkrMwzTRMzVWjw.html?page=9&pos=14&cur_pos=14&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=196
Mercedes-Benz M Class 2014 Brown,"Lagos, Amuwo-Odofin",Tony Autos,Mercedes-Benz,M Class,,"₦ 27,500,000",2014,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2014-brown-18SJz7wZNVgjkVKy6H3WIhTK.html?page=9&pos=15&cur_pos=15&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=197
Mercedes-Benz M Class ML 350 4Matic 2012 Black,"Lagos, Amuwo-Odofin",williansmoses autos,Mercedes-Benz,M Class,,"₦ 26,500,000",2012,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-ml-350-4matic-2012-black-5KHG8tnc583yWeXFgh649Fot.html?page=9&pos=16&cur_pos=16&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=198
Mercedes-Benz GLK-Class 350 4MATIC 2011 Black,"Lagos, Amuwo-Odofin",williansmoses autos,Mercedes-Benz,GLK-Class,,"₦ 16,000,000",2011,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glk-class-350-4matic-2011-black-umRyeUIY1piWS5kMXD5VgvPL.html?page=9&pos=17&cur_pos=17&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=199
Mercedes-Benz GLK-Class 2011 Red,"Lagos, Surulere",Scrollfield enterprise,Mercedes-Benz,GLK-Class,Red,"₦ 21,350,000",2011,https://jiji.ng/surulere/cars/mercedes-benz-glk-class-2011-red-8ca897bPwzxfGUwoud2Lt7W1.html?page=9&pos=18&cur_pos=18&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=200
Mercedes-Benz GLK-Class 350 4MATIC 2014 Gray,"Lagos, Apapa",GOZIE CARS,Mercedes-Benz,GLK-Class,,"₦ 24,000,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2014-gray-k2dQ8ke8pIbMkrOroIvzvzhh.html?page=9&pos=19&cur_pos=19&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=201
Mercedes-Benz GLK-Class 350 4MATIC 2014 Gray,"Lagos, Apapa",Sammy Auto&amp;amp;#39;s,Mercedes-Benz,GLK-Class,,"₦ 24,800,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2014-gray-wVjZwTOP1xEWzAGSqgXoWkrQ.html?page=9&pos=20&cur_pos=20&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=202
Mercedes-Benz GLK-Class 350 4MATIC 2011 Black,"Lagos, Amuwo-Odofin",simple autos,Mercedes-Benz,GLK-Class,,"₦ 16,000,000",2011,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glk-class-350-4matic-2011-black-nGbiU3RVDk01RCNAZicVL2uJ.html?page=9&pos=21&cur_pos=21&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=203
Mercedes-Benz GLK-Class 350 4MATIC 2014 White,"Lagos, Apapa",GOZIE CARS,Mercedes-Benz,GLK-Class,,"₦ 24,000,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2014-white-jOw13IGjfTgE3jlqgcbnlJwp.html?page=9&pos=22&cur_pos=22&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=204
Mercedes-Benz M Class 2015 Black,"Lagos, Apapa",Luchy Cars,Mercedes-Benz,M Class,,"₦ 32,000,000",2015,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2015-black-cviD4KpVQf4DNaiZa8RaVtmI.html?page=9&pos=23&cur_pos=23&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=205
Mercedes-Benz GLA 250 2015 Black,"Lagos, Ikeja",Olaniyi Oluk,Mercedes-Benz,GLA 250,Black,"₦ 28,000,000",2015,https://jiji.ng/ikeja/cars/mercedes-benz-gla-250-2015-black-psGWekg7HFw0CdWR2GJOw5wb.html?page=10&pos=1&cur_pos=1&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=206
Mercedes-Benz GLA 250 2016 Gray,"Lagos, Ikeja",Olaniyi Oluk,Mercedes-Benz,GLA 250,Gray,"₦ 28,000,000",2016,https://jiji.ng/ikeja/cars/mercedes-benz-gla-250-2016-gray-cFMpr3rGOST4HvviLr995FQj.html?page=10&pos=2&cur_pos=2&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=207
Mercedes-Benz M Class 2012 Silver,"Lagos, Ikeja",Olaniyi Oluk,Mercedes-Benz,M Class,Silver,"₦ 22,500,000",2012,https://jiji.ng/ikeja/cars/mercedes-benz-m-class-2012-silver-g0EpQWQvDPhc9tOX3Mp69Dt6.html?page=10&pos=3&cur_pos=3&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=208
Mercedes-Benz GLE-Class 2017 Blue,"Lagos, Lekki",Carmodidi Autos Africa,Mercedes-Benz,GLE-Class,Blue,"₦ 43,000,000",2017,https://jiji.ng/lekki/cars/mercedes-benz-gle-class-2017-blue-1eSoRUDqc0yaFhYYyIE0nLjG.html?page=10&pos=4&cur_pos=4&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=209
Mercedes-Benz GLE-Class GLE 350 2016 Black,"Lagos, Lekki",Fiors Auto LTD,Mercedes-Benz,GLE-Class,Black,"₦ 41,000,000",2016,https://jiji.ng/lekki/cars/mercedes-benz-gle-class-gle-350-2016-black-CwjaidsmLesffzlNIFSTZQMA.html?page=10&pos=5&cur_pos=5&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=210
Mercedes-Benz GLE-Class GLE 350 2017 Red,"Lagos, Amuwo-Odofin",Tega..,Mercedes-Benz,GLE-Class,Red,"₦ 36,500,000",2017,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-gle-class-gle-350-2017-red-hr3AB614gHtSjy0bC0pn4ypT.html?page=10&pos=6&cur_pos=6&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=211
Mercedes-Benz GLE-Class GLE 350 2018 Black,"Lagos, Surulere",Kaycee David,Mercedes-Benz,GLE-Class,Black,"₦ 45,000,000",2018,https://jiji.ng/surulere/cars/mercedes-benz-gle-class-gle-350-2018-black-podEU5M8mEMexwhIflFbfJPZ.html?page=10&pos=7&cur_pos=7&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=212
Mercedes-Benz GL-Class 450 2016 Gray,"Lagos, Ikeja",Ola Honor Nig Ltd,Mercedes-Benz,GL-Class,,"₦ 66,000,000",2016,https://jiji.ng/ikeja/cars/mercedes-benz-gl-class-450-2016-gray-mVqxhZ1Wji7SEfvFdGVyYMMT.html?page=10&pos=8&cur_pos=8&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=213
Mercedes-Benz GL-Class 2013 Black,"Lagos, Ajah",Sales Consult,Mercedes-Benz,GL-Class,Black,"₦ 29,000,000",2013,https://jiji.ng/ajah/cars/mercedes-benz-gl-class-2013-black-dEvpi4NzaazjOKKbs0UywXfk.html?page=10&pos=9&cur_pos=9&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=214
Mercedes-Benz M Class ML 350 4Matic 2013 Blue,"Lagos, Apapa",Kelechi Automobile Nig. Ltd.,Mercedes-Benz,M Class,,"₦ 27,000,000",2013,https://jiji.ng/apapa/cars/mercedes-benz-m-class-ml-350-4matic-2013-blue-CeEZDoGVVX6ht5JqICw3yFxY.html?page=10&pos=10&cur_pos=10&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=215
Mercedes-Benz M Class 2014 Black,"Lagos, Apapa",GOZIE CARS,Mercedes-Benz,M Class,,"₦ 33,800,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-black-nsp7KuJ2iWYAzwcrLwq055uR.html?page=10&pos=11&cur_pos=11&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=216
Mercedes-Benz GLK-Class 350 4MATIC 2011 Blue,"Lagos, Amuwo-Odofin",williansmoses autos,Mercedes-Benz,GLK-Class,,"₦ 16,500,000",2011,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glk-class-350-4matic-2011-blue-tGCetIg087jV66oimaoHbQc9.html?page=10&pos=12&cur_pos=12&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=217
Mercedes-Benz M Class 2013 Black,"Lagos, Apapa",OCHUKS AUTO GLOBAL LTD,Mercedes-Benz,M Class,Black,"₦ 23,500,000",2013,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2013-black-fmNoO30NIhSTV0xDj7SkINFP.html?page=10&pos=13&cur_pos=13&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=218
Mercedes-Benz GLC-Class 2016 Gray,"Lagos, Apapa",The_Apostles_Autos,Mercedes-Benz,GLC-Class,,"₦ 39,500,000",2016,https://jiji.ng/apapa/cars/mercedes-benz-glc-class-2016-gray-mIIByOfwO5BCfc4FbeOCr6Vo.html?page=10&pos=14&cur_pos=14&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=219
Mercedes-Benz GLC-Class 2017 Black,"Lagos, Apapa",Obate motors,Mercedes-Benz,GLC-Class,,"₦ 32,000,000",2017,https://jiji.ng/apapa/cars/mercedes-benz-glc-class-2017-black-mMGJswAGrnZOVwWgjjNRKths.html?page=10&pos=15&cur_pos=15&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=220
Mercedes-Benz M Class 2013 Blue,"Lagos, Surulere",Charis De Great Autos Limited,Mercedes-Benz,M Class,Blue,"₦ 26,500,000",2013,https://jiji.ng/surulere/cars/mercedes-benz-m-class-2013-blue-svEJ2J1IDc1Qan7RYCCm4i3k.html?page=10&pos=16&cur_pos=16&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=221
Mercedes-Benz GLA 250 2015 Black,"Lagos, Amuwo-Odofin",Peak Autos SYNERGY,Mercedes-Benz,GLA 250,Black,"₦ 29,500,000",2015,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-gla-250-2015-black-ffgAeYh1MzugZlCeyPaA6F0m.html?page=10&pos=17&cur_pos=17&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=222
Mercedes-Benz GLK-Class 350 2011 Black,"Lagos, Ikeja",REMYTH AUTOS,Mercedes-Benz,GLK-Class,,"₦ 18,500,000",2011,https://jiji.ng/ikeja/cars/mercedes-benz-glk-class-350-2011-black-fEmFM0Wna1QpsUUgpkrVG9a2.html?page=10&pos=18&cur_pos=18&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=223
Mercedes-Benz GLA 250 2017 White,"Lagos, Apapa",GOZIE CARS,Mercedes-Benz,GLA 250,White,"₦ 28,000,000",2017,https://jiji.ng/apapa/cars/mercedes-benz-gla-250-2017-white-x6EAoivNRPKPvZTjz9d24MX7.html?page=10&pos=19&cur_pos=19&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=224
Mercedes-Benz GLC-Class 2018 Blue,"Lagos, Amuwo-Odofin",LINER LUXURY,Mercedes-Benz,GLC-Class,Blue,"₦ 44,500,000",2018,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glc-class-2018-blue-q9LB3DGVWdpApm9x8yMIukc3.html?page=10&pos=20&cur_pos=20&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=225
Mercedes-Benz GLK-Class 2012 Black,"Lagos, Apapa",Divine Star Global Link,Mercedes-Benz,GLK-Class,Black,"₦ 17,000,000",2012,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-2012-black-a3NGOW4KD4msnuzTQHEya6HK.html?page=10&pos=21&cur_pos=21&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=226
Mercedes-Benz M Class 2014 Black,"Lagos, Ikeja",goodness & mercy cars ltd.,Mercedes-Benz,M Class,,"₦ 29,000,000",2014,https://jiji.ng/ikeja/cars/mercedes-benz-m-class-2014-black-glfdmxqdGDkdEiZrS7hk54j3.html?page=10&pos=22&cur_pos=22&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=227
Mercedes-Benz M Class 2014 Black,"Lagos, Apapa",TOSHIBA MOTORS,Mercedes-Benz,M Class,,"₦ 24,000,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-black-CdE81vy9wN8nwihMdt6acLK6.html?page=10&pos=23&cur_pos=23&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=228
Mercedes-Benz M Class ML 350 BlueTEC 4Matic 2013 Brown,"Lagos, Ogba",Hollar Global Autos,Mercedes-Benz,M Class,,"₦ 23,200,000",2013,https://jiji.ng/ogba/cars/mercedes-benz-m-class-ml-350-bluetec-4matic-2013-brown-7s2z0IOkOoAuYRZmaNY6YiY.html?page=11&pos=1&cur_pos=1&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=229
Mercedes-Benz GLE-Class AMG GLE 63 S 4MATIC 2019 Silver,"Lagos, Ogudu",Lukman Tajudeen,Mercedes-Benz,GLE-Class,,"₦ 76,500,000",2019,https://jiji.ng/ogudu/cars/mercedes-benz-gle-class-amg-gle-63-s-4matic-2019-silver-lmNkyIWAk95yL2ihOcwquBCc.html?page=11&pos=2&cur_pos=2&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=230
Mercedes-Benz GLE-Class 2017 White,"Lagos, Amuwo-Odofin",EXQUISITE AUTOS,Mercedes-Benz,GLE-Class,White,"₦ 38,000,000",2017,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-gle-class-2017-white-lhuhsTckzaL1bbEUcgJQFnN3.html?page=11&pos=3&cur_pos=3&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=231
Mercedes-Benz GLE-Class GLE 350 2018 Silver,"Lagos, Ikeja",Batem Autos Limited,Mercedes-Benz,GLE-Class,Silver,"₦ 39,800,000",2018,https://jiji.ng/ikeja/cars/mercedes-benz-gle-class-gle-350-2018-silver-qgAvQZLKEL3rkjLqku8KdjF7.html?page=11&pos=4&cur_pos=4&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=232
Mercedes-Benz GLE-Class 2016 White,"Lagos, Ojodu",NI-JAC AUTOS COMPANY,Mercedes-Benz,GLE-Class,White,"₦ 48,000,000",2016,https://jiji.ng/ojodu/cars/mercedes-benz-gle-class-2016-white-jUAt2ObghQ08qn9n0YrQfptd.html?page=11&pos=5&cur_pos=5&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=233
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2018 White,"Lagos, Amuwo-Odofin",DC AUTOS,Mercedes-Benz,GLE-Class,,"₦ 96,000,000",2018,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-gle-class-amg-gle-43-4matic-2018-white-yDzQ6RuwxZqaEVyruQBstTwU.html?page=11&pos=6&cur_pos=6&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=234
Mercedes-Benz M Class 2013 Black,"Lagos, Ogudu",Glm Global Enterprise,Mercedes-Benz,M Class,Black,"₦ 24,000,000",2013,https://jiji.ng/ogudu/cars/mercedes-benz-m-class-2013-black-rhEYRLou0OiPxCBvTvrSz72p.html?page=11&pos=7&cur_pos=7&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=235
Mercedes-Benz M Class 2015 Gray,"Lagos, Amuwo-Odofin",Ifeanyi Nonny Automobiles,Mercedes-Benz,M Class,,"₦ 31,300,000",2015,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2015-gray-2IotKriF5nad4HEJPW4ECkmW.html?page=11&pos=8&cur_pos=8&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=236
Mercedes-Benz GLC-Class 2017 Black,"Lagos, Apapa",Smarty autos limited,Mercedes-Benz,GLC-Class,Black,"₦ 35,000,000",2017,https://jiji.ng/apapa/cars/mercedes-benz-glc-class-2017-black-wfNsK53LAIw2XMnNaBusZ1Af.html?page=11&pos=9&cur_pos=9&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=237
Mercedes-Benz GLK-Class 350 4MATIC 2013 Gray,"Lagos, Amuwo-Odofin",williansmoses autos,Mercedes-Benz,GLK-Class,,"₦ 22,500,000",2013,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glk-class-350-4matic-2013-gray-92EKNp7EqpkpNR1s0qyr9t6y.html?page=11&pos=10&cur_pos=10&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=238
Mercedes-Benz GLC-Class 2017 Black,"Lagos, Apapa",EXPRESS AUTOS,Mercedes-Benz,GLC-Class,,"₦ 45,000,000",2017,https://jiji.ng/apapa/cars/mercedes-benz-glc-class-2017-black-saneu5FiLFOIobcHT8VH5r90.html?page=11&pos=11&cur_pos=11&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=239
Mercedes-Benz GLC-Class 2016 White,"Lagos, Apapa",S-A SUPERBMAX AUTOS,Mercedes-Benz,GLC-Class,,"₦ 39,500,000",2016,https://jiji.ng/apapa/cars/mercedes-benz-glc-class-2016-white-1bkvyyMRVR5UjvG3booJvSqv.html?page=11&pos=12&cur_pos=12&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=240
Mercedes-Benz M Class 2014 Black,"Lagos, Apapa",S-A SUPERBMAX AUTOS,Mercedes-Benz,M Class,,"₦ 32,000,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-black-jPiNnUpanwJcKGpiPsfz4mTk.html?page=11&pos=13&cur_pos=13&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=241
Mercedes-Benz GLK-Class 350 2014 Silver,"Lagos, Amuwo-Odofin",kelechi Noble,Mercedes-Benz,GLK-Class,,"₦ 24,000,000",2014,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glk-class-350-2014-silver-yL3R2iHHTSzfLNAIxzA3QVwo.html?page=11&pos=14&cur_pos=14&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=242
Mercedes-Benz M Class 2013 Black,"Lagos, Ikeja",Okopi Autos,Mercedes-Benz,M Class,Black,"₦ 26,500,000",2013,https://jiji.ng/ikeja/cars/mercedes-benz-m-class-2013-black-f63r1NYqkspuoX9Zt1D39pNM.html?page=11&pos=15&cur_pos=15&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=243
Mercedes-Benz GLA 250 2016 Black,"Lagos, Agege",ALFA autos,Mercedes-Benz,GLA 250,Black,"₦ 27,500,000",2016,https://jiji.ng/agege/cars/mercedes-benz-gla-250-2016-black-3CFKLSIHJ9IrAxs4nt9thZmu.html?page=11&pos=16&cur_pos=16&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=244
Mercedes-Benz M Class 2014 Black,"Lagos, Apapa",Divine Star Global Link,Mercedes-Benz,M Class,Black,"₦ 24,500,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-black-uKlsDBMkn5N9eQ9cBjZF9bvJ.html?page=11&pos=17&cur_pos=17&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=245
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2016 Black,"Lagos, Amuwo-Odofin",Kelechi Automobile Nig. Ltd.,Mercedes-Benz,GLE-Class,,"₦ 42,000,000",2016,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-gle-class-gle-350d-4matic-2016-black-11V1aTvkL844UdKSHjYFhZmI.html?page=11&pos=18&cur_pos=18&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=246
Mercedes-Benz GLC-Class 2017 Black,"Lagos, Apapa",The_Apostles_Autos,Mercedes-Benz,GLC-Class,,"₦ 37,500,000",2017,https://jiji.ng/apapa/cars/mercedes-benz-glc-class-2017-black-pehooTmSWR4pKlfm0dNbf5sf.html?page=11&pos=19&cur_pos=19&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=247
Mercedes-Benz GLC-Class 2018 Black,"Lagos, Apapa",GRANT AUTO GROUP,Mercedes-Benz,GLC-Class,Black,"₦ 42,000,000",2018,https://jiji.ng/apapa/cars/mercedes-benz-glc-class-2018-black-mJfckws5aGgf5AcZTEJIDnsW.html?page=11&pos=20&cur_pos=20&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=248
Mercedes-Benz M Class 2015 White,"Lagos, Ikeja",goodness & mercy cars ltd.,Mercedes-Benz,M Class,,"₦ 27,500,000",2015,https://jiji.ng/ikeja/cars/mercedes-benz-m-class-2015-white-yX1zKqoUTVQ57dQDGxPhlgpG.html?page=11&pos=21&cur_pos=21&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=249
Mercedes-Benz M Class 2014 Black,"Lagos, Apapa",God is good autos ltd,Mercedes-Benz,M Class,,"₦ 27,000,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-black-5teFyU4ITJKwuyeoCsrs7UTX.html?page=11&pos=22&cur_pos=22&ads_per_page=22&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=250
Mercedes-Benz M Class ML 350 4Matic 2013 Black,"Lagos, Magodo",Lukman Tajudeen,Mercedes-Benz,M Class,,"₦ 25,000,000",2013,https://jiji.ng/magodo/cars/mercedes-benz-m-class-ml-350-4matic-2013-black-gjlY9FK3V8bcNJ8YOreurtWz.html?page=12&pos=1&cur_pos=1&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=251
Mercedes-Benz GLC-Class 2017 Black,"Lagos, Ikeja",Jmaheel Motorz,Mercedes-Benz,GLC-Class,Black,"₦ 36,000,000",2017,https://jiji.ng/ikeja/cars/mercedes-benz-glc-class-2017-black-f0pkwORCjllmQHqmUpt0ePDj.html?page=12&pos=2&cur_pos=2&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=252
Mercedes-Benz GLE-Class GLE 550 4MATIC 2017 Black,"Lagos, Lekki",Gsk Motors & Real Estate Ltd,Mercedes-Benz,GLE-Class,,"₦ 38,000,000",2017,https://jiji.ng/lekki/cars/mercedes-benz-gle-class-gle-550-4matic-2017-black-6cpkcnf7hZF8pSbn90I9KdKY.html?page=12&pos=3&cur_pos=3&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=253
Mercedes-Benz M Class 2014 White,"Lagos, Lekki",Frank Edoja,Mercedes-Benz,M Class,,"₦ 30,000,000",2014,https://jiji.ng/lekki/cars/mercedes-benz-m-class-2014-white-wSMZtuuz7G5AAKcnmT1NI3jY.html?page=12&pos=4&cur_pos=4&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=254
Mercedes-Benz GLC-Class 2017 Red,"Lagos, Ojodu",Smiledove Global Autos,Mercedes-Benz,GLC-Class,,"₦ 36,000,000",2017,https://jiji.ng/ojodu/cars/mercedes-benz-glc-class-2017-red-B5cVEfnAx3m8E0RkkNZYNdBk.html?page=12&pos=5&cur_pos=5&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=255
Mercedes-Benz GLE-Class GLE 350 2016 Silver,"Lagos, Isolo",Andre Autoz,Mercedes-Benz,GLE-Class,Silver,"₦ 56,750,000",2016,https://jiji.ng/isolo/cars/mercedes-benz-gle-class-gle-350-2016-silver-A42ThP54T9x28bb67HvYs9O9.html?page=12&pos=6&cur_pos=6&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=256
Mercedes-Benz M Class ML 350 4Matic 2013 Black,"Lagos, Amuwo-Odofin",TonyKajard,Mercedes-Benz,M Class,,"₦ 18,800,000",2013,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-ml-350-4matic-2013-black-BwdWKyWOp2UKil3T8kQB7r8x.html?page=12&pos=7&cur_pos=7&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=257
Mercedes-Benz GLK-Class 350 4MATIC 2013 Gray,"Lagos, Amuwo-Odofin",simple autos,Mercedes-Benz,GLK-Class,,"₦ 21,000,000",2013,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glk-class-350-4matic-2013-gray-krWA0hz46e6bnqcXdykcgVVJ.html?page=12&pos=8&cur_pos=8&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=258
Mercedes-Benz M Class 2015 Black,"Lagos, Apapa",Francis Motors,Mercedes-Benz,M Class,,"₦ 23,000,000",2015,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2015-black-XOxK67ihtdVLwM5AKT55mI9.html?page=12&pos=9&cur_pos=9&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=259
Mercedes-Benz M Class 2015 White,"Lagos, Amuwo-Odofin",simple autos,Mercedes-Benz,M Class,,"₦ 30,150,000",2015,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2015-white-mNg9F4A8fTGYbeId0BzqIDmE.html?page=12&pos=10&cur_pos=10&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=260
Mercedes-Benz GLE-Class 2016 Black,"Lagos, Ikeja",Agu bi n ugwu auto limited,Mercedes-Benz,GLE-Class,Black,"₦ 42,000,000",2016,https://jiji.ng/ikeja/cars/mercedes-benz-gle-class-2016-black-hOV4UL30AcLY9mzN1uEPWRit.html?page=12&pos=11&cur_pos=11&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=261
